tweet	polarity
USERNAME está na equipe errada	-1
mas que bigodinho é esse do stepan nercessian ? hahahaha #MemoriaNacional	-1
eu to nervousar	-1
esse leo ta muito imundo	-1
esse cantor de reggae desde NUMBER no BR e ainda fala tão mal assim	-1
MANO OQ ACONTECEU ALGUÉM ME ATUALIZE	-1
como assim homem não lava louça micão ao vivo e em cores hein	-1
que saudades da USERNAME aqui no brasil 😍 😭 😭	-1
o ruim de passar #PowerCoupleBrasil na terçaé q também passa #MasterChefBRdai tem q ficar com olho gato é outro no peixecomo diz o ditado	-1
poxa USERNAME 😭 😭 😭 😭 😭 😭 😭 😭 😭 😭 😭 😭 😭 😭 #Luto	-1
tá feio isso aí	-1
esqueci de assistir	-1
ai que dó do vitor B	-1
homem q é homem n tem q lavar louça n MEU QUERIDO EM QUE MUNDO VC VIVE ? #Encontro	-1
A pauta é sobre a políticanão tem mais paciência pra esse assunto quando todos falamreclamam aclamam e nada muda #ConversaComBial	-1
aí eu nem vi quem saiu ontem do de tanto sono q eu tava	-1
que aflição	-1
fora barca de açaí Q presepada da porra era melhor deixar nosso açaí quietinho no pará / norte do brasil	-1
ressaca pós	-1
#FicaYuko se a yuko sair eu pulo do meio-fio que no caso é alto pra mim	-1
ainda bem que já comi pq assistir ao USERNAME de estomago vazio não da ! #MasterChefBR	-1
A música com o cristiano araújo :/	-1
nunca vou esquecer dessa vagabunda que defendeu traficante em rede nacional !	-1
vitor B cala boca seu bosta	-1
serio o elevador que a aberração da natureza do diguinho está perece que ele está numa jaula de elefante 😆 😆 😆	-1
não queria que o vitor B saiu	-1
meu DEUS ! A ana maria braga não se cansa de ser ridícula #MaisVoce	-1
desliga o microfone dessa menina	-1
USERNAME O ponto da namaria nao está dando conta nem o louro jose está assistindo mr brown #maisvoce	-1
paola jogou ba nossa cara que ela conhece vários países e a gente não	-1
gente e eu dormi ontem na hora da eliminação do tava sofrendo por qlqer um dos dois q saisse vitor b e yuko 😍 😍	-1
coitado tem que cozinhar com toda a galera olhando pra ele #MasterChefBR	-1
esse pessoal metendo a mão na boca e mexendo de volta na comida AHAHAHHAHAHAHAHHA rindo de nervousor	-1
gente se #MChefVitorB sair mirian não sai hj 😢 😢 #MasterChefBR #MChefVitorB não pode sair	-1
ana maria tá ficando maluca né ! que decoração horrenda	-1
esse eduardo no tá sendo um idiota em rede nacional	-1
que isso NAMARIA 😂 😂 😂	-1
A MIRIAM É UM FDP	-1
O que adianta ser todo mundo alfabetizado se não pode ler o que quer toma bando de comunistas #ConversaComBial	-1
caraca o último foi traumático	-1
por que todo cenário de programa de entrevistas é igual 🙄 🙄 🙄	-1
leonardo acha q é jurado né	-1
bacuri com tucupi deve ter ficado ó uma bosta É um doce com pimenta #masterchefbr	-1
ota não é nada delicado ficar corrigindo o joca no ar A cara que o joca fez foi de matar eu também mataria #VideoShowAoVivo	-1
essa marcela monteiro fala como ser ator fosse um trabalho escravo #RealidadeEOutra	-1
que prova besta essa do	-1
por que tão tarde USERNAME assim você me mata 😴 😴 😴	-1
homem que é homem não lava a louça - nem meio dia é e a cota de merda diária já atingiu o limite	-1
tô muito triste com o que aconteceu com o vitor B :(	-1
eu nunca vi em nenhum programa participante sair por q se acidentou houve um sensacionalismo ali na hora #MasterChefBr	-1
odeio passar roupa	-1
tô aqui vendo o de ontem e chorei real com o victor ver alguém abrir mão de um sonho por causa de uma bobeira é foda 😪	-1
leonardo capitão da equipe vermelha só vem a derrota #MasterChefBR	-1
bora acabar com esse programa para ricos e começar a se preocupar com os pobres que são maioria no país	-1
prato do vitor tão feio quanto meu cabelo de manhã	-1
achei triste a saída do douglas talentoso demais pra ter saído	-1
que tipo de pai deixa uma filha de NUMBER anos namorar e ainda apoia #Encontro	-1
disseram que todos deveriam ser ansiosos pelo amor de deus gente ansiedade não é brincadeira não #ConversaComBial	-1
triste com a saída do vitor B	-1
USERNAME nunca imaginei que um não fosse quebrar a internet as pessoas não gostam de ouvir não #maisvocê #foraabóbora	-1
alguém cala a boca do leonardo por favor	-1
as cobras estão juntas destilando o veneno já	-1
a mirian tem que sair senão ela vai começar a dar uma de gleice com as choradeira	-1
: vanessa da mata falando que parto normal não é normal e que a mulher não volta ao normal puta ignorância	-1
amava o douglas afff q merda do caralho	-1
que triste essa eliminação	-1
LEONARDO É MTO CHATOO ARRR	-1
os caras com as entradas empratadas e o jacquin lá berrando que eles estão dormindoetc tem hora que o teatro não dá certo	-1
UM PROGRAMA RIDÍCULO QUE VISA HUMILHAR SEUS PARTISIPANTES	-1
O sinal da band caiu aqui em casa ( em macapá  na hora q vítor B estava cozinhando não é possível	-1
nãooo o cafajeste não 😭	-1
parazinho na novela é onde pq no pará que não é mesmo eles vão de barco pra belém bem rápido por isso achei q fosse aqui	-1
PORRA QUE NERVOUSO MANOOO ! ! #MasterChefBR	-1
cala a porra da boca leonardo o jurado não é você caralho	-1
namaria pelo amor de deusuuu sai daí ! 😱 #MaisVocê	-1
meu curso de psicologia está organizando para ir até a uma gravação do depois que descobri sobre a idade limite nem assisto mais	-1
não sei o que é pior escolher entre yuko e vitor ou ter que escolher entre sardinha enlatada e sardinha fresca #masterchefBR	-1
PIOR PROGRAMA QUE EXISTE NA FACE DA TERRA	-1
MENTIRA q o vitor B saiu mano não vou mais assistir masterchef manda miriam embora logo	-1
essa atriz é chata demais zzzz só fala mimimi #Encontro	-1
AINDA NÃO CONSIGO ENTENDER A MIRIAM FICANDO NESSE PROGRAMA MAIOR INJUSTIÇA	-1
FÉ NO PAI QUE A VÉIA SAI	-1
que ridículo	-1
meu deux o que é essa eliminação do os mais queridões yoko e vitor B 😥	-1
O próximo tema do será EU ACREDITO EM GNOMOS	-1
USERNAME conseguiu a proeza de omitir USERNAME da vida da USERNAME	-1
porra acabei de ver quem saiu do e eu ainda não assisti o ep de ontem VSF 😡	-1
bom dia rio falou de hambúrguer tá falando de hambúrguer / açaí são NUMBER da manhã e eu já engordei NUMBER kg só de pensar	-1
= falta de assunto #recasamento = falta de assunto	-1
a lais souza de convidada e o tchan cantando parapapapa paralisou 😒	-1
cozinhar no masterchef é muita pressão cozinhar com todos olhando deve ser pior ainda ! bora USERNAME	-1
de dar muito peido #aoVivo no kkk	-1
PQP Q TENSÃO	-1
o que seria esta roupa da sofia	-1
aquela mulher devia ter acabado com ele em rede nacional	-1
não ia querer ser capitã nem a pau cê loco bicho	-1
MDS q programa chato da porra troquei de canal A USERNAME está perdendo tempo com isso todo dia eh uma vergonha diferente	-1
USERNAME decepcionado a insuportável e falsa miriam mais uma vez ficou caiu no meu conceito paola carocelo e outros #MasterChefBR	-1
um dos piores momentos do esse final sim ou claro	-1
sem noção yuko colocar essa quantidade de tempero na almôndega se eu fosse capitã ficaria putíssima	-1
mentira que o vitor lambeu os dedos e pegou no frango dnv	-1
olha bial eu voto para o leonardo sair por questão de afinidade mesmo ops programa errado #MasterChefBR	-1
victor B já devia ter saído na semana passada quando não conseguiu concluir a prova de eliminação #MasterChef	-1
mirian nunca ganhou de quem será a culpa hein hum ? hein ? adivinha	-1
USERNAME pior do que na segunda é quando toca na quarta pós	-1
avisa para a ana maria fazer curso de cabeleireiro	-1
vitor b cagou no pau ne	-1
poxa o douglas saiu 😪	-1
eu tô de tpm mas ninguém quer saber	-1
miriam briga com todo mundo gente	-1
morria e não sabia q viviane pasmanter era germana conseguiram estraga essa linda kkkk	-1
USERNAME VAMO FAZER PASSEATA NA FRENTE DA BAND	-1
tirem esse homem do programa pelo amor de deus	-1
augusto cury pedro bial e toni beloto difícil dizer quem é mais chato	-1
leonardo querido quando você é um bom cozinheiro não precisa torcer contra o colega não precisa passar por cima de ninguém ! #MasterChefBR	-1
O MEU FAV SAIU AFSSS NÃO ACREDITO	-1
eu só não torço pra time vermelho por que a mirian e o leo fazem parte se não eu nem ligaria pro que ganhar 😒	-1
vou terminar de assistir o agora to nervousorwer	-1
cada contagem regressiva do é uma aflição mano	-1
não sei pq eu olho pra fátima e lembro da dona florinda rs s2	-1
pra fechar com chave de ouro USERNAME está apresentando o de unicórnio !	-1
ana maria é realmente uma pessoa bem escrota ridícula só o puxa saco do louro pra aguentar véia arrogante ! #MaisVoce	-1
tá apertado mas tá bonito a triste realidade da vida	-1
nossa o USERNAME colocou uma agulha de acupuntura no braço do roger / @roxmo AAAI gente 😂 😂 😂 😱 🔥 USERNAME USERNAME	-1
A pessoa tem NUMBER anos e já conhece NUMBER países eu o mais longe que fui buenos aires 😔 😒 mundo injusto esse	-1
O vitor B vai sair hj certeza	-1
USERNAME AVENTAL AZUL EU TE ABOMINO AAA	-1
eu não acredito que o vitor saiu ACABA COM ESSE PROGRAMA ACABÔ A GRAÇA	-1
A gente acorda liga a tv e vê a namaria com pijama de unicórnio #maisvocê	-1
não acredito que douglas saiu do ridículo	-1
puta palmito cagão kkk kkk kkk kkk kkk kkk USERNAME 😂 😂 😂 😂 😂 😂 😂 😂	-1
estou literalmente enjoa de o problema não é vc sou eu	-1
#MaisVocê paçoca agarrou na pantufa 😂	-1
gnt se o crush sair n terei estruturas	-1
demonstrar sentimentos quando se demonstra pra pai mãe amigos blz mas para quem a gente interessa e pedir pra ser ignorado #Encontro	-1
esse almoço não enche barriga rs #Edecasa	-1
mais alguém aí tá chorando com a saída do USERNAME do ? pq eu to :	-1
falta falar dos realistas	-1
como essa mulher é grossa aff estupida #encontro #forafatima	-1
pare de passar vergonha deixe a tv globinho voltar por favor 👐	-1
ana maria quem sabe não ganho uma peruca já que vc não comeu abóbora hahaha #MaisVocê #Viva	-1
socorrooo cadê o vitor que n volta #masterchefbr	-1
mãe é vida E no de hj me vem esse membro da família addams arnaldo antunes tem criatura mais fúnebre É o fim #batuquemos	-1
eu amo a sandy mas ela se veste muito mal sempre com roupas de velha que não valoriza ela #Encontro	-1
mano passa logo o clipe eu não aguento assistir TV por muito tempo 😭 😂	-1
será que ta muito cedo pra começar a torcer pela saída da mirian no ? tomara que vaze hoje !	-1
vai ter outro no segundo semestre daqui a pouco eles vão emendar uma temporada na outra e o programa vai ficar NUMBER dias no ar	-1
douglas não 😢	-1
eu acho que vou parar de ver não tenho sorte não	-1
miriam e leo SEUS NOJENTOS	-1
eh domingo mas o pensamento ta na terça feira	-1
celso fazendo um falso gravado um atorzão desses bicho	-1
O cara segura o microfone na mão do serginho e ainda dá BOA TARDE HAHAHAHAHAHA	-1
AAA ANA LUÍSA INSUPORTÁVEL ESSA VOZ CHATA	-1
NAO ACREDITO Q OS INFELIZES VENCERAM	-1
acho q sou a única q não vejo graça nenhuma na fátima bernades 😞	-1
A USERNAME tá a cara da USERNAME nesse episódio de hoje	-1
N to preparada p ver douglas ou michele saindo	-1
sou pessimista até o talo	-1
vcs ficam caindo em tag de tt o vídeo show fica uma bosta com a sophia os fãs dela so levantam a tag !	-1
politicos artistas empresarios sao contra o porte de arma pra populaçao mas andam com seguranças armados	-1
lula você vai ser preso seu safado ! ! ! !	-1
A mirian acha que com esse choro dela vai garantir ela ficar	-1
relator da previdência diz que não é possível avançar com reforma no atual cenário #hojeemdia	-1
mentira q foi o douglas q saiu ! !	-1
esses apresentadores do fazendo tom funebre ta bem ridículo A qualquer momento espero alguma anedota sem graça	-1
mudei de canal e caiu no a tempo de ver esse cozinheiro sendo eliminado vítor bourguignon USERNAME coitado 😕	-1
tomara que não acusem leo lins de blackface	-1
arrasada com a eliminação do doug 😢 😢 😢 o capítulo de ontem foi foda	-1
se o vitor B começar a torcer contra a yuko vai descer na graxa	-1
quando será que esse programa vai acabar pra sempre	-1
Q c dane nadessa saiu vou parar de ver esse programa sem graça e ver q amo #powercouplebrasil	-1
fale menos irmã cecília porfavor	-1
primeiro tweet meu que passa de mil rt's e não é sobre literatura e nem sobre muito triste #LUTO	-1
fogazza sentiu aquela pontada da pimenta mas tem que manter a fama de mau uahauhauaha quando na verdade quer chorar	-1
quem fala que gosta de sardinha está mentindo É ruim pra cacete #MasterChefBR	-1
O prato do dia é com abóbora A convidada é a thais araujo e ela não come abóbora que isso ana #MaisVoce	-1
a bruxa esta solta hj no que horror	-1
um travesseiro de sardinha bicho kkk	-1
fabrizio diz que quer ficar mas a cara dele e a comida dele dizem que não	-1
três pessoas negras defendendo sua opinião sobre o racismo quase dando briga nenhum concordou com o outro que péssimo	-1
até parece que esse carequinha não mandou nude #Encontro	-1
oi qual é a novidade na vida da roberta NUMBER das mulheres brasileiras tem essa rotina novidade só pra quem é da burguesia #EDeCasa	-1
juventude chata sequer sabem cantar #AltasHoras	-1
tadinha da minha yuko	-1
O lula quando assinou o estatuto do desarmamento disse que a violência diminuiria e no entanto aumentou mas que supresa hein	-1
mas onde que um bombeiro civil é um profissional de saúde #MasterchefBR	-1
não creio que a mirian ficou que infernooo	-1
eu acredito que falar para yuko esquecer sua cultura é o mesmo que os europeus fizeram aos índios no brasil #MasterChefBR	-1
querida acorda estão te fazendo é de empregada #Édecasa	-1
quando penso que nada mais me surpreende neste país eis que ana maria aparece na minha telinha de pijama e pantufa 😮 😮 😮 😮	-1
currículo do celso apresentador radialista e ator haha	-1
mano do céu VITOR B NÃO ME TOMBA NÃO PELO AMOR DE DEUS	-1
pqp essa antropóloga passando pano pra homem e falando altas merdas no . TÁ PUXADO	-1
sorvete de cachaça deus me dibre	-1
por mim chamava o moço de preto e a bela gil p serem os dançarinos do É O tchan	-1
misericórdiaaa aaaa tô morta	-1
miriam cai fora fazer a coitadinha não pega #MasterChefBR	-1
eu como apresentadora de TV procuraria saber se o convidado tem alguma restrição alimentar antes d escolher a receita né namaria #maisvoce	-1
maluma o justin bieber latino maluma é homem não um moleque	-1
que comedia o programa da namaria hoje ela fez nhoque de abóbora para a thais araujo porém ela odeia abóbora	-1
eu só espero que o celso não iluda as lucerinas	-1
passou vergonha no programa querido	-1
aos NUMBER anos júlia conhece mais de NUMBER países aos NUMBER anos nat fica no twitter o dia inteiro	-1
o prato tem que ter pouco sódio mas eles precisam colocar caldo knorr cadê a lógica ? ? ? #MasterChefBR	-1
O guilherme arantes tem uma vibe de cantor se churrascaria quando escuto a voz dele ja sinto cheiro de carne no ar #encontro	-1
eu vejo esse poema e lembro da fic kkk socorro	-1
sempre que estiver nos tts é certeza de que ana maria braga aprontou alguma	-1
A expressão é universal mas o racismo é universal também meça aí suas palavras moço branco	-1
dan stulbach é como se fosse um alexandre nero sem o santo daime #MaisVoce	-1
na equipe vermelha tá tipo baaa taaa ta quente quente quente queeeiiimooo kkk	-1
vitorb q agonia	-1
que nojo desse prato da equipe vermelha	-1
que justificativa meio pombo	-1
sardinha com queijo ? ? ? #MasterChefBR	-1
anthony cara de cafageste mesmo	-1
À sophia só sabe segurar as mãos e concordar com tudo única coisa q ela sabe fazer no vídeo show HAHAHAHAJJHJ	-1
quero que o fabrizio fiquei só pra pisar na cara da mirian essa fodida	-1
todo mundo chorando eu vou chorar também	-1
mega estranho isso dindin aqui em belém e chopp acho que essas girias que estao passando e de manaus	-1
O roger vestido de velha surda kkk	-1
A sophia abrahão sou eu na última TPM #SophiaAbrahaoNoAltasHoras	-1
paola às vezes pega pesado mas por um lado está certa pra que se arriscar em algo que não sabe fazer #MasterChefBR	-1
nuuu prato feio danado victor #OutraAmazonia #OutraAmazonia	-1
perdi ontem ' c	-1
assisti um minuto de e já tenho que começar a fazer quimioterapia	-1
O cabelo da namaria está amarelo #MaisVoce	-1
#EDeCasa não bastou tirar TV globinho durante a semana tiraram ela dos sábados para esse lixo parece aqueles programas da rede TV	-1
comercial #pinkfriday #extra no presenteando com o #K10 da USERNAME só se for pras mães passarem raiva com esse lixo de celular	-1
miga sua loka que ropa é essa ? adoguei kkk rsrsrs hahaha hauahuaha ótimo programa pra estragar meu dia parabéns	-1
eu escrevi mau amada no meu último tuíte e tem um monte de gente dando rt e curtindo PAREM TÁ ERRADO EU TENHO TOC	-1
como assim não é nina ! KKK eu jurava que era rapaz	-1
chateada que o vitor B saiu 😔	-1
vai morar sozinho e mergulhar na sujeira #Encontro	-1
quando me mandam fazer café eu sou a que queima a água	-1
o vitor B saiu do eu tô mto triste	-1
parece meu pai me emprestando o carro SOCORRO	-1
nossa que absurdo essa rapaz dissehomen tem que ajudar sim é se não ajudar ele que pague empregada	-1
todo mundo nervorser com o menino	-1
#EDeCasa engraçado na frança nos ensinam que toda a miséria do mundo e da nossa culpa e aqui os afrodescendentes aprendem a ter q ser branco	-1
o azul tá mais perdida que eu	-1
roupa horrorosa da sophia	-1
tava demorando pra ana se queimar #MaisVocê	-1
n vai ter laura muller hj tb n ! qq tá acontecendo serginho !	-1
#MafiaSdvOBomDaVidaEh saber q hoje tem #powercouple e o pior é q na hora do 😢 😢 😢 😢	-1
edição profissionais vem aí pressentimento de mais leonardos joãos e mirians em versões mais sabichonas vindo por aí #MasterChefBR	-1
alguém avisa para o murilo couto que ele não é engraçado #TheNoite	-1
O VICTOR NÃO TEVE CULPA GENTE Q ISSO	-1
num guento mais ouvir falar de abóbora ​	-1
mentira que o guri saiu 😢	-1
- eu faço kung fu - teu cu #MasterChefBR	-1
esse precisa ter repescagem mano quero abel de volta	-1
para quem vai minha torcida ? ? eu estava torcendo para o vitor B não acredito que ele fez o prato mais feio do masterchef	-1
O pgm teria ficado melhor se augusto cury fosse o único entrevistado O cantor não acrescentou nada útilsó falou bobagens #ConversaComBial	-1
porra fátima todo dia agora tu fala da galera de corsomos todos iguais caralhopara de falar q preto e isso preto e skill pqp	-1
parem de ficar cortando falas A pessoa não consegue terminar uma frase toda hr alguém atravessa sem or	-1
só deus tem o poder de dar vida é permitiu a mulher gerar !	-1
A paola acabou de falar em aproveitar toda a carne do animal e a participante fala É nojeira né ! E peito de frango não é #MasterChefBR	-1
putz minha mãe tbm não fala eu te amo 😨	-1
USERNAME vc tava bjando alguém no camarim antes da gravação sua boca tá mt vermelha #chateadaEcomCiumes hehehe ❤ #Maluma	-1
bandido tem cobertura não agem sozinhos aí vai o herói armado reagir e sifu porque engoliu esse discurso fácil p / enganar bobo	-1
nayane foi bem desnecessária falando que tá de TPM e o melhor foi a reação da paola e da ana paula padrão hahahaha	-1
não to sabendo lidar com essas delícias #MaisVoce	-1
ai não acredito QUE BOSTA	-1
ceis imaginam o q tive q ouvir o povo cantando esta musica do É o tchan pra mim na epoca	-1
falta q hebe camargo faz seria uma aliada na luta a violência doméstica todo hora matam mulheres e nada acontece	-1
no deveria falar sobre analfabetismo funcional uma pergunta com NUMBER opções todo mundo responde o que não está escrito	-1
cara acabou 😭 #FatimaBernardesNoVideoShow	-1
acho um absurdo fazer um monte de filhos e deixar pra mãe ( no caso a avó  cuidar ou os filhos mais velhos me poupe	-1
dormi de novo no final de victor B saiu 😢 💔	-1
esses homens tem que entender que ajuda em tarefa nao existe tem que ajudar e acabou mulher nao é PREGADA e homen nao é HÓSPEDE	-1
meu crush USERNAME saiu ontem do tô bem triste 😢 💔	-1
gente ana maria falou da perda do nelson xavier eu não percebi não	-1
acho que hoje vai ter muita USERNAME nessa prova do .	-1
se o USERNAME sair vai rolar protesto	-1
jornalismo não vejo faz tempo só superchef #ComoSerá mto cedo rock story última novela não dá + lobotomia virou prioridade na globo	-1
achei aquele choro da miriam muito fake	-1
vou fazer uma festa no dia em que a mirian e o leonardo saírem #MasterChefBR	-1
#MaisVocê devolva a namaria e mande essa intrusa embora	-1
torcendo para equipe azul simplesmente pq não suporto a mirian	-1
vitorb sai hoje #MasterChefBR	-1
E esse tchan no dia das mães não me sinto representada	-1
um micão desse em rede nacional machista só passa vergonha	-1
leonardo seja menas	-1
A mirian só não saiu por causa do teatrinho dela do choro	-1
O depois da USERNAME está precisando se reinventar viu tá chato demais	-1
pq que o maluma tá respondendo às perguntas em inglês sdds dos meus ex rbd's que falavam até em português nas entrevistas	-1
alguém avisa o USERNAME que é muito feio apontar o dedo pro convidado é grosseiro #VideoShowAoVivo	-1
pasquale amor a gente não vê preconceito em tudo o racismo está em tudo nas palavras e na nossa sociedade	-1
o que eu ouvi qd esse embuste abriu a boca eu sou um playboy filhinho de papai eu tenho um pitbull e imito oq ele faz 🙄 🙄	-1
não acredito que a miriam não vai sair hoje puta que pariu	-1
manhã na TV brasileira é um verdadeiro desastre só coisa de saúde e comida cansa #Encontro #HojeEmDia #MelhorPraVC	-1
nossa quais chorei com a nayane mas ainda não aguento a voz dela	-1
vitor é tão maravilhoso e gente boa pena que não se saiu bem espero que a insuportável da miriam tbm tome o caminho d casa	-1
o abel sendo eliminado na prova do lámené tipo um chinês perdendo uma competição de pastel de flango	-1
triste com a saída do vitor hoje no 💔	-1
tem gente que faz pose na internet e na frente de uma camera dizendo que bota moral no homem mas na hora do vamo ver não faz nada	-1
PASSA NO SEU NAMARIA #MaisVoce	-1
O formato do programa igual do jô rolou uma troca de apresentador só #ConversaComBial	-1
meu azul ta todo enrolado aaa	-1
como não sentir fome assistindo sem poder comer carb a noite	-1
esses milkshakes que tão aparecendo todos horrorosos	-1
eu como paraense to indignada com essas matérias erradas da nov USERNAME e hj foi ridículo #redeglobo e #globo parei	-1
ala a doida dos signos	-1
aviu nunca ouvi falar nesse troço	-1
grito com a yuko falando quando ficar pronto o penis vai derreter na boca HEUEHUEHUEHU AMO	-1
já fui vítima de roubo no internet bank bloqueei tudo é já não uso mais não confio #Encontro USERNAME	-1
pela deusa será q não chegarei em casa a tempo de ver a reprise do ?	-1
eu preciso que mirian saia que mulher chata parece as tia abusada da vizinha	-1
essa cena do atropelamento de A favorita é super pesada pra passar de tarde #VideoShowAoVivo que povo sem noção	-1
desliga o microfone de td mundo no mezanino pfv	-1
eu amo o catra mas ele fala #TáLigado NUMBER vezes a cada NUMBER palavras tá ligado #TheNoite	-1
canta pra caralho cala a boca vai toma no cu bicho	-1
eu sou a mulher iludida achando q ele tava lá	-1
aprendam enviar vídeo ou fotos pode ser também crime	-1
alá o machista babaca brasileiro nato pagando mico em rede nacional	-1
A fátima toda hora interrompe quem tá falando #encontro	-1
nayane já pode sair	-1
jurava que o fernando ia se dar mal mas meio nada a ver aquele sorvete com feijão tapioca e peixe né #MasterChefBR	-1
acordei com uma vontade de comer nhoque de abóbora já passou #MaisVoce	-1
victor B me deixa nervosa em todo episódio	-1
queria q o vitor V saísse e não o B era o V	-1
MANO GARREI BIRRA ASCO QQ COISA CHATA POR ESSE LEONARDO PQP	-1
não acredito que tendo guilherme arantes aí vcs colocam uma banda cantando músicas antigas #Encontro	-1
a miriam é protegida pelo capeta só pode	-1
se master chef colocar as mesmas comidas e pessoas vai enjoar igual no restaurante	-1
USERNAME o que é kikão égua sacanagem isso deve ser bem em manaus pq aqui não é pode dizer né mana pra nós -	-1
eles tão lambendo frango cru pra ver tempero querem morrer é isso #MasterChefBR	-1
cada o @ dele quero ir lá escrachar se bem que nem deve ter twitter	-1
agora lascou	-1
agora que fui perceber que miriam se chama mirian COBRE ta errado isso deveriam trocar o e no final do nome por um a	-1
#VídeoShowAoVivo miguel pareceu muito culto mas essa voz de arroto	-1
sobre esse sujeito aí senhor ele não sabe o que diz	-1
meu pai graças a deus a que a nicole não veio pro palco #DomingoLegal	-1
canja com óleo de coco quem já viu isso	-1
morrendo com a classificaçao de sapatao na cadeia segundo o drauzio	-1
ai gente faltam 5minutos msm se o vitor voltar n tem nem como ele conseguir fazer o prato 😓	-1
leo não fala da angel	-1
seria USERNAME o sansão do ? cortou o cabelo e foi eliminado 😐	-1
q estranho ver a fatima longe do seu habitat natural #VídeoShowAoVivo	-1
- qdo a gente nice numa favela ai ai esse carioquês #ConversaComBial	-1
estou nervoso pq equipe azul vai perder na certa	-1
tem pouca comida nesses pratos eu digo que o bicho saíram com fome	-1
ana maria mostra o tênis dele por favor E como ele prende o pé no pedal	-1
ah não hoje o racismo é um algoritmo meu caro !	-1
estou sem estruturas retiro-me p dormir	-1
será que yoko vai ser a última de novo #MasterChefBR	-1
COMO ASSIM ? #MasterChefBR	-1
SÓ NÃO ME CORTA OUTRO DEDO CARAIO #MasterChefBR	-1
NÃO ACREDITO	-1
triste com o hj	-1
USERNAME A ana paula nesse programa só serve pra fazer contagem regressiva e nem isso ela faz direiro 😝 #calabocaana	-1
E agora	-1
primeira vez na vida que escuto falar de alguém que tem alergia de beterraba 😱	-1
gente eu ia ficar nervouser todo mundo olhando pra mim não sei lidar com isso	-1
não acredito que time azul perdeu 💔	-1
agora todo mundo vai falar que perdeu o foco é o prato não ficou bom por causa do vitor kkk	-1
óbvio que é a fátima bernardes ota falou ontem no programa rsrs estragou a surpresa	-1
não quero imaginar a yuko saindo hoje #MasterChefBR	-1
só tenho uma coisa a dizer sobre o ep de hoje ECA !	-1
toda a terça eu perco a prova do por causa do inglês só pego a de eliminação afff	-1
A yuko não manooo #FicaYuko	-1
O brasil começou a dar errado em NUMBER mas ficou crítico quando tiraram a TV globinho pra botar	-1
já vamos combinar aqui que dos azuis fabricio tem que cair	-1
pegou muito mal a fátima interromper a fala do nabby muito não mesmo #Encontro	-1
mais um grande ator que se vai #NelsonXavier #RIPNelsonXavier #DescanseEmPaz	-1
tô é besta com essa da ana luiza do uma pena ter mentido	-1
porra ana maria ela n come abóbora e acabou supera n é td mundo q gosta de abóbora	-1
cadê a moral mirian agora #MasterChefBR	-1
essa sardinha enlatada me lembra do aperto que eu tinha dentro do metro indo pra são paulo	-1
parei não assisto mais	-1
essa antônia morais não tem nenhum tipo de reação falando parece que não gosta de entrevista	-1
como assim o victor saiu do pra quem vou torcer agora ? ☹ ️	-1
nao acredito	-1
e ainda não to conformada que o douglas saiu e não a miriam	-1
filho pega o açúcar ali pra mim estou fazendo um bolinho pra ti - A se vira e paga uma empregada #Encontro	-1
feliz por causa do hoje mas tristissima pq o USERNAME não vai tá lá 😭	-1
fui ver a hashtag e aparentemente só quem ta falando sobre isso é o twitter do programa mesmo risos	-1
estou com uma peninha do fabrizio 😩	-1
quem é que foi dormir tarde assistindo e teve que acorda mega cedo hj EUUU 😢	-1
pula pra agosto 😭 😭 😭	-1
PQP tirem essa sophia abrahão que mulher antipática soa muito falsa meu santo não bate #VideoShowAoVivo	-1
E no de hojetivermos torta de climãoquer dizer nhoque de abóbora	-1
tem coisa que eu tento só pra descargo de consciência mesmo porque na verdade eu nem espero que dê certo #Pessimismo	-1
caceeetaaa #EquipeAzul tão muito perdidos aiii carambaaa vou ser tombada to vendoo	-1
programa cheio de mordaças com o rodrigo santoro nem um nome de série ou filme estrangeiro do passado patético !	-1
USERNAME quando a milk começou a cantar bob marley no aquele dia eu ja sentia o cheiro de meme humilhaçao nascendo	-1
além de se intrometer e enfraquecer duas discussões no mesmo programa 🤦 🏾 ‍ ♀ ️	-1
chateada pq era pra ter tido performance do USERNAME no	-1
A sociedade está doente #Encontro	-1
tira a miriam	-1
eu quero dormir tem como acabar logo	-1
nossa que dó do vitor bourguignon D: eu quase chorei junto	-1
O SBT tá sem som SOCORRO USERNAME	-1
USERNAME USERNAME joão se fudeu na revolta do chewaca	-1
não sei quem eh mais chato o supla cover dd billy idol ou esse cover de gentili ai #TheNoite eh muito mais frmz	-1
cadê meu diazepan	-1
gente esse povo não conhece a técnica de desfiar o frango na panela de pressão !	-1
( RT USERNAME ( RT USERNAME até a flor está com um bofe e nois aqui forever alone tá fácil não	-1
nao dou conta desse povo colocando coisas no prato apenas para dar cor	-1
na moral a fátima bernardes ta ficando entronachata igual o faustão	-1
depois dizem q não vivemos em uma sociedade machista todo dia um macho escroto passando vergonha	-1
ou então ter um filho se tornar inadimplente e também dependente de obras sociais #Encontro	-1
salvem o vitor please ! 😭 😭 😭	-1
GRNTR COMO ASSIM UM DOS FAV VAI EMBORA AAA O VITOR E A YUKO NÃO AAA	-1
dormi no meio do ontem assistindo agora e estou arrasada que não tem chance da miriam sair afff	-1
agora esse spoiler que a nayana sai no próximo programa não surpreende pois acho que ela até está durando muito haha	-1
